,workstring,workstring_beta,curlemma,curlemma_beta,stemtype,stemclass,persons,numbers,tenses,voices,moods,genders,cases,degrees,dialects,misc
19631,έμενον,e/menon,n a,n a,emi_pr,pp_pr,na,sg,pres,mp,part,masc,acc,na,na,na
19632,εμένην,eme/nhn,n a,n a,emi_pr,pp_pr,na,sg,pres,mp,part,fem,acc,na,attic epic ionic,na
19633,εμένᾱν,eme/na_n,n a,n a,emi_pr,pp_pr,na,sg,pres,mp,part,fem,acc,na,doric aeolic,na
19634,έμενε,e/mene,n a,n a,emi_pr,pp_pr,na,sg,pres,mp,part,masc,voc,na,na,na
19635,εμένω,eme/nw,n a,n a,emi_pr,pp_pr,na,dual,pres,mp,part,masc,nom,na,na,na
19636,εμένω,eme/nw,n a,n a,emi_pr,pp_pr,na,dual,pres,mp,part,masc,voc,na,na,na
19637,εμένω,eme/nw,n a,n a,emi_pr,pp_pr,na,dual,pres,mp,part,masc,acc,na,na,na
19638,εμένω,eme/nw,n a,n a,emi_pr,pp_pr,na,dual,pres,mp,part,neut,nom,na,na,na
19639,εμένω,eme/nw,n a,n a,emi_pr,pp_pr,na,dual,pres,mp,part,neut,voc,na,na,na
19640,εμένω,eme/nw,n a,n a,emi_pr,pp_pr,na,dual,pres,mp,part,neut,acc,na,na,na
19641,εμένᾱ,eme/na_,n a,n a,emi_pr,pp_pr,na,dual,pres,mp,part,fem,nom,na,na,na
19642,εμένᾱ,eme/na_,n a,n a,emi_pr,pp_pr,na,dual,pres,mp,part,fem,voc,na,na,na
19643,εμένᾱ,eme/na_,n a,n a,emi_pr,pp_pr,na,dual,pres,mp,part,fem,acc,na,na,na
19644,εμένοιν,eme/noin,n a,n a,emi_pr,pp_pr,na,dual,pres,mp,part,masc,gen,na,na,na
19645,εμένοιν,eme/noin,n a,n a,emi_pr,pp_pr,na,dual,pres,mp,part,masc,dat,na,na,na
19646,εμένοιν,eme/noin,n a,n a,emi_pr,pp_pr,na,dual,pres,mp,part,neut,gen,na,na,na
19647,εμένοιν,eme/noin,n a,n a,emi_pr,pp_pr,na,dual,pres,mp,part,neut,dat,na,na,na
19648,εμένοιϊν,eme/noii+n,n a,n a,emi_pr,pp_pr,na,dual,pres,mp,part,masc,gen,na,epic,na
